,Driver,TeamId,Quali_vs_Teammate,Race,Year,Best_Pace_seconds,Practice_Gap_to_Fastest,Practice_vs_Quali_Rank,AirTemp,Humidity,Pressure,Rain,WindSpeed,TrackTemp,Is_US,Downforce_Level,Team_aston_martin,Team_ferrari,Team_haas,Team_mclaren,Team_mercedes,Team_rb,Team_red_bull,Team_sauber,Team_williams,Race_Austria,Race_Bahrain,Race_Baku,Race_Belgium,Race_Canada,Race_China,Race_Hungary,Race_Imola,Race_Japan,Race_Miami,Race_Monaco,Race_Monza,Race_Netherlands,Race_Saudi Arabia,Race_Silverstone,Race_Singapore,Race_Spain,Race_United States,GridPos_1.0,GridPos_2.0,GridPos_3.0,GridPos_4.0,GridPos_5.0,GridPos_6.0,GridPos_7.0,GridPos_8.0,GridPos_9.0,GridPos_10.0,GridPos_11.0,GridPos_12.0,GridPos_13.0,GridPos_14.0,GridPos_15.0,GridPos_16.0,GridPos_17.0,GridPos_18.0,GridPos_19.0,GridPos_20.0,Driver_ALB,Driver_ALO,Driver_ANT,Driver_BEA,Driver_BOR,Driver_BOT,Driver_COL,Driver_DOO,Driver_GAS,Driver_HAD,Driver_HAM,Driver_HUL,Driver_LAW,Driver_LEC,Driver_MAG,Driver_NOR,Driver_OCO,Driver_PER,Driver_PIA,Driver_RUS,Driver_SAI,Driver_STR,Driver_TSU,Driver_VER,Driver_ZHO,Year_encoded
179,GAS,alpine,-0.5,Monaco,2025,72.194,1.2409999999999997,-2.0,22.209375,52.51875,1016.7837499999999,0,0.9793749999999999,43.317499999999995,0,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
180,PIA,mclaren,-0.5,Spain,2025,72.387,0.0,0.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
181,NOR,mclaren,0.5,Spain,2025,72.913,0.5259999999999962,0.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
182,LEC,ferrari,1.0,Spain,2025,73.13,0.742999999999995,-2.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
183,RUS,mercedes,-1.0,Spain,2025,73.046,0.659000000000006,-1.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
184,HUL,sauber,1.5,Spain,2025,73.592,1.2049999999999983,-3.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
185,HAM,ferrari,-1.0,Spain,2025,73.527,1.1400000000000006,6.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
186,HAD,rb,-2.0,Spain,2025,73.382,0.9950000000000045,-1.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
187,GAS,alpine,-5.0,Spain,2025,73.385,0.9980000000000047,1.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
188,ALO,aston_martin,0.0,Spain,2025,73.301,0.9140000000000015,-3.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
189,VER,red_bull,-8.0,Spain,2025,73.07,0.6829999999999927,1.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
190,LAW,rb,2.0,Spain,2025,73.494,1.1069999999999993,-3.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
191,BOR,sauber,-1.5,Spain,2025,73.722,1.3349999999999937,3.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
192,TSU,red_bull,8.0,Spain,2025,73.683,1.2960000000000065,-6.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
193,SAI,williams,3.0,Spain,2025,73.721,1.3340000000000032,-3.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
194,COL,alpine,5.0,Spain,2025,74.085,1.6979999999999933,0.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
195,OCO,haas,1.0,Spain,2025,74.005,1.617999999999995,1.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
196,BEA,haas,-1.0,Spain,2025,74.126,1.7390000000000043,5.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
197,ANT,mercedes,1.0,Spain,2025,73.298,0.9110000000000014,0.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
198,ALB,williams,-3.0,Spain,2025,73.839,1.4519999999999982,5.0,29.12,54.6258064516129,1002.771612903226,0,1.6329032258064518,48.54322580645161,0,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
199,RUS,mercedes,-1.5,Canada,2025,71.95,0.15099999999999625,2.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
200,VER,red_bull,-8.0,Canada,2025,72.072,0.27299999999999613,3.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
201,ANT,mercedes,1.5,Canada,2025,72.348,0.5489999999999924,3.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
202,PIA,mclaren,-2.0,Canada,2025,72.519,0.7199999999999989,6.5,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
203,LEC,ferrari,1.5,Canada,2025,71.877,0.07799999999998875,-6.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
204,HAM,ferrari,-1.5,Canada,2025,72.05,0.25099999999999056,-1.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
205,ALO,aston_martin,-5.5,Canada,2025,72.247,0.4479999999999933,0.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
206,HUL,sauber,-2.0,Canada,2025,72.914,1.1149999999999949,7.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
207,OCO,haas,0.5,Canada,2025,72.827,1.0279999999999916,2.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
208,SAI,williams,3.5,Canada,2025,72.519,0.7199999999999989,-6.5,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
209,BEA,haas,-0.5,Canada,2025,72.825,1.0259999999999962,2.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
210,TSU,red_bull,8.0,Canada,2025,72.939,1.1399999999999864,1.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
211,COL,alpine,-5.0,Canada,2025,73.06,1.2609999999999957,10.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
212,BOR,sauber,2.0,Canada,2025,72.896,1.0969999999999942,2.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
213,GAS,alpine,5.0,Canada,2025,72.684,0.8849999999999909,-8.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
214,HAD,rb,-3.5,Canada,2025,72.651,0.8519999999999897,-1.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
215,STR,aston_martin,5.5,Canada,2025,72.794,0.9949999999999903,-3.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
216,NOR,mclaren,2.0,Canada,2025,71.799,0.0,-6.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
217,LAW,rb,3.5,Canada,2025,72.751,0.9519999999999982,-6.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
218,ALB,williams,-3.5,Canada,2025,72.445,0.6459999999999866,-1.0,24.036526946107788,27.976047904191617,1018.9281437125752,1,1.0377245508982034,49.25329341317366,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
219,NOR,mclaren,-1.0,Austria,2025,64.324,0.0,0.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
220,PIA,mclaren,1.0,Austria,2025,64.442,0.117999999999995,-1.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
221,LEC,ferrari,-1.0,Austria,2025,64.574,0.25,2.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
222,HAM,ferrari,1.0,Austria,2025,64.79,0.4660000000000082,1.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
223,RUS,mercedes,-2.0,Austria,2025,65.018,0.6940000000000026,1.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
224,LAW,rb,-3.5,Austria,2025,65.182,0.8580000000000041,4.5,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
225,ALO,aston_martin,-2.5,Austria,2025,65.243,0.9189999999999969,1.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
226,BOR,sauber,-6.0,Austria,2025,65.182,0.8580000000000041,2.5,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
227,HUL,sauber,6.0,Austria,2025,65.283,0.9590000000000032,-7.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
228,OCO,haas,1.0,Austria,2025,65.519,1.1950000000000074,1.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1
229,BEA,haas,-1.0,Austria,2025,65.366,1.0420000000000016,1.5,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
230,HAD,rb,3.5,Austria,2025,65.547,1.222999999999999,7.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
231,GAS,alpine,-2.0,Austria,2025,65.366,1.0420000000000016,6.5,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
232,STR,aston_martin,2.5,Austria,2025,65.022,0.6980000000000075,-9.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
233,COL,alpine,2.0,Austria,2025,65.546,1.2220000000000084,5.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
234,TSU,red_bull,5.5,Austria,2025,65.139,0.8149999999999977,-9.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
235,ALB,williams,-3.5,Austria,2025,65.314,0.9899999999999949,2.0,30.347826086956523,31.981366459627328,943.3447204968944,0,1.6180124223602483,49.166459627329196,0,3,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
