,Driver,TeamId,Quali_vs_Teammate,Race,Year,Best_Pace_seconds,Practice_Gap_to_Fastest,Practice_vs_Quali_Rank,AirTemp,Humidity,Pressure,Rain,WindSpeed,TrackTemp,Is_US,Downforce_Level,Team_aston_martin,Team_ferrari,Team_haas,Team_mclaren,Team_mercedes,Team_rb,Team_red_bull,Team_sauber,Team_williams,Race_Austria,Race_Bahrain,Race_Baku,Race_Belgium,Race_Canada,Race_China,Race_Hungary,Race_Imola,Race_Japan,Race_Miami,Race_Monaco,Race_Monza,Race_Netherlands,Race_Saudi Arabia,Race_Silverstone,Race_Singapore,Race_Spain,Race_United States,GridPos_1.0,GridPos_2.0,GridPos_3.0,GridPos_4.0,GridPos_5.0,GridPos_6.0,GridPos_7.0,GridPos_8.0,GridPos_9.0,GridPos_10.0,GridPos_11.0,GridPos_12.0,GridPos_13.0,GridPos_14.0,GridPos_15.0,GridPos_16.0,GridPos_17.0,GridPos_18.0,GridPos_19.0,GridPos_20.0,Driver_ALB,Driver_ALO,Driver_ANT,Driver_BEA,Driver_BOR,Driver_BOT,Driver_COL,Driver_DOO,Driver_GAS,Driver_HAD,Driver_HAM,Driver_HUL,Driver_LAW,Driver_LEC,Driver_MAG,Driver_NOR,Driver_OCO,Driver_PER,Driver_PIA,Driver_RUS,Driver_SAI,Driver_STR,Driver_TSU,Driver_VER,Driver_ZHO,Year_encoded
47,BEA,haas,3.0,China,2025,92.967,1.4629999999999939,-6.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
48,STR,aston_martin,0.5,China,2025,92.984,1.4799999999999898,-2.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1
49,SAI,williams,2.5,China,2025,93.145,1.6409999999999911,0.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
50,HAD,rb,-1.0,China,2025,93.385,1.8810000000000002,10.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
51,LAW,red_bull,8.0,China,2025,93.631,2.1269999999999953,-2.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1
52,DOO,alpine,1.0,China,2025,93.923,2.418999999999997,2.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
53,BOR,sauber,3.5,China,2025,93.822,2.317999999999998,0.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
54,HUL,sauber,-3.5,China,2025,92.507,1.0030000000000001,-6.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1
55,TSU,rb,1.0,China,2025,92.934,1.4299999999999926,1.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
56,ALO,aston_martin,-0.5,China,2025,92.766,1.2620000000000005,-5.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
57,LEC,ferrari,0.5,China,2025,91.958,0.4539999999999935,-4.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
58,HAM,ferrari,-0.5,China,2025,92.195,0.6909999999999883,-1.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
59,GAS,alpine,-1.0,China,2025,93.123,1.6189999999999998,-2.0,27.21558441558442,18.233766233766232,1010.4227272727275,0,2.188311688311688,35.81688311688312,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
60,VER,red_bull,-6.5,Japan,2025,88.497,0.5319999999999965,4.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
61,NOR,mclaren,-0.5,Japan,2025,87.965,0.0,-1.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1
62,PIA,mclaren,0.5,Japan,2025,87.991,0.02599999999999625,-1.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1
63,LEC,ferrari,-2.0,Japan,2025,88.414,0.44899999999999807,0.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
64,RUS,mercedes,-0.5,Japan,2025,88.077,0.11199999999999477,-2.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1
65,ANT,mercedes,0.5,Japan,2025,89.126,1.1610000000000014,8.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
66,HAM,ferrari,2.0,Japan,2025,88.524,0.5589999999999975,-1.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
67,HAD,rb,-3.0,Japan,2025,88.518,0.5529999999999973,-1.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
68,ALB,williams,-3.0,Japan,2025,88.554,0.5889999999999986,-1.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
69,BEA,haas,-4.0,Japan,2025,89.654,1.688999999999993,8.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
70,ALO,aston_martin,-4.0,Japan,2025,89.222,1.2569999999999908,3.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
71,TSU,red_bull,6.5,Japan,2025,88.785,0.8199999999999932,-3.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
72,GAS,alpine,-4.0,Japan,2025,88.603,0.637999999999991,-1.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
73,SAI,williams,3.0,Japan,2025,88.832,0.8669999999999902,-3.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1
74,DOO,alpine,4.0,Japan,2025,89.767,1.8019999999999925,1.0,14.429999999999998,76.37142857142857,1009.3171428571428,0,1.202142857142857,20.514285714285716,0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
